item_id,titulo,tematica
doc_0838,Taller: Modelo entidad-relacion,Bases de Datos I
doc_0839,Resumen: SQL: joins (parte 2),Bases de Datos I
doc_0840,Apunte: SQL: consultas basicas,Bases de Datos I
doc_0841,Practica resuelta: SQL: consultas basicas,Bases de Datos I
doc_0842,Examen resuelto: SQL: consultas basicas (parte 4),Bases de Datos I
doc_0843,Examen resuelto: SQL: consultas basicas (parte 2),Bases de Datos I
doc_0844,Diapositivas: Normalizacion (parte 4),Bases de Datos I
doc_0845,Diapositivas: Indices y optimizacion de consultas (parte 2),Bases de Datos I
doc_0846,Video clase: Modelo entidad-relacion,Bases de Datos I
doc_0847,Apunte: Normalizacion (parte 4),Bases de Datos I
doc_0848,Video clase: Transacciones y ACID,Bases de Datos I
doc_0849,Video clase: Indices y optimizacion de consultas (parte 2),Bases de Datos I
doc_0850,Taller: Modelo entidad-relacion (parte 3),Bases de Datos I
doc_0851,Examen resuelto: Indices y optimizacion de consultas (parte 2),Bases de Datos I
doc_0852,Guia de ejercicios: Indices y optimizacion de consultas,Bases de Datos I
doc_0853,Guia de ejercicios: Modelo entidad-relacion,Bases de Datos I
doc_0854,Examen resuelto: SQL: joins (parte 3),Bases de Datos I
doc_0855,Video clase: Indices y optimizacion de consultas (parte 3),Bases de Datos I
doc_0856,Diapositivas: SQL: consultas basicas,Bases de Datos I
doc_0857,Apunte: Indices y optimizacion de consultas (parte 2),Bases de Datos I
doc_0858,Video clase: Indices y optimizacion de consultas (parte 4),Bases de Datos I
doc_0859,Guia de ejercicios: SQL: joins (parte 2),Bases de Datos I
doc_0860,Taller: Diseno de esquemas relacionales,Bases de Datos I
doc_0861,Examen resuelto: Diseno de esquemas relacionales (parte 2),Bases de Datos I
doc_0862,Diapositivas: Modelo entidad-relacion,Bases de Datos I
doc_0863,Practica resuelta: Transacciones y ACID,Bases de Datos I
doc_0864,Diapositivas: SQL: consultas basicas (parte 3),Bases de Datos I
doc_0865,Examen resuelto: Diseno de esquemas relacionales (parte 3),Bases de Datos I
doc_0866,Practica resuelta: Normalizacion,Bases de Datos I
doc_0867,Guia de ejercicios: SQL: consultas basicas,Bases de Datos I
doc_0868,Examen resuelto: Indices y optimizacion de consultas (parte 4),Bases de Datos I
doc_0869,Guia de ejercicios: SQL: consultas basicas (parte 2),Bases de Datos I
doc_0870,Resumen: Indices y optimizacion de consultas,Bases de Datos I
doc_0871,Diapositivas: Diseno de esquemas relacionales (parte 4),Bases de Datos I
doc_0872,Resumen: Transacciones y ACID (parte 2),Bases de Datos I
doc_0873,Practica resuelta: SQL: joins,Bases de Datos I
doc_0874,Guia de ejercicios: Variables aleatorias continuas,Probabilidad y Estadistica
doc_0875,Resumen: Pruebas de hipotesis,Probabilidad y Estadistica
doc_0876,Apunte: Distribucion normal,Probabilidad y Estadistica
doc_0877,Taller: Distribucion binomial,Probabilidad y Estadistica
doc_0878,Examen resuelto: Distribucion normal,Probabilidad y Estadistica
doc_0879,Resumen: Distribucion binomial,Probabilidad y Estadistica
doc_0880,Apunte: Distribucion binomial,Probabilidad y Estadistica
doc_0881,Resumen: Distribucion binomial (parte 4),Probabilidad y Estadistica
doc_0882,Apunte: Distribucion normal (parte 4),Probabilidad y Estadistica
doc_0883,Examen resuelto: Variables aleatorias discretas,Probabilidad y Estadistica
doc_0884,Guia de ejercicios: Distribucion binomial,Probabilidad y Estadistica
doc_0885,Diapositivas: Intervalos de confianza,Probabilidad y Estadistica
doc_0886,Diapositivas: Variables aleatorias discretas,Probabilidad y Estadistica
doc_0887,Video clase: Estimacion de parametros,Probabilidad y Estadistica
doc_0888,Guia de ejercicios: Distribucion normal,Probabilidad y Estadistica
doc_0889,Guia de ejercicios: Pruebas de hipotesis,Probabilidad y Estadistica
doc_0890,Resumen: Pruebas de hipotesis (parte 3),Probabilidad y Estadistica
doc_0891,Examen resuelto: Regresion lineal simple,Probabilidad y Estadistica
doc_0892,Video clase: Regresion lineal simple,Probabilidad y Estadistica
doc_0893,Practica resuelta: Distribucion normal,Probabilidad y Estadistica
doc_0894,Examen resuelto: Regresion lineal simple (parte 4),Probabilidad y Estadistica
doc_0895,Practica resuelta: Estimacion de parametros,Probabilidad y Estadistica
doc_0896,Apunte: Variables aleatorias discretas,Probabilidad y Estadistica
doc_0897,Video clase: Regresion lineal simple (parte 4),Probabilidad y Estadistica
doc_0898,Guia de ejercicios: Regresion lineal simple,Probabilidad y Estadistica
doc_0899,Resumen: Variables aleatorias continuas,Probabilidad y Estadistica
doc_0900,Examen resuelto: Regresion lineal simple (parte 2),Probabilidad y Estadistica
doc_0901,Examen resuelto: Distribucion normal (parte 2),Probabilidad y Estadistica
doc_0902,Guia de ejercicios: Pruebas de hipotesis (parte 4),Probabilidad y Estadistica
doc_0903,Examen resuelto: Intervalos de confianza,Probabilidad y Estadistica
doc_0904,Examen resuelto: Probabilidad basica,Probabilidad y Estadistica
doc_0905,Apunte: Distribucion binomial (parte 3),Probabilidad y Estadistica
doc_0906,Apunte: Distribucion binomial (parte 4),Probabilidad y Estadistica
doc_0907,Practica resuelta: Distribucion normal (parte 2),Probabilidad y Estadistica
doc_0908,Resumen: Intervalos de confianza,Probabilidad y Estadistica
doc_0909,Apunte: Variables aleatorias discretas (parte 2),Probabilidad y Estadistica
doc_0910,Apunte: Pruebas de hipotesis,Probabilidad y Estadistica
doc_0911,Taller: Distribucion binomial (parte 2),Probabilidad y Estadistica
doc_0912,Taller: Variables aleatorias continuas,Probabilidad y Estadistica
doc_0913,Taller: Estimacion de parametros,Probabilidad y Estadistica
doc_0914,Taller: Pruebas de hipotesis,Probabilidad y Estadistica
doc_0915,Practica resuelta: Intervalos de confianza,Probabilidad y Estadistica
doc_0916,Guia de ejercicios: Regresion lineal simple (parte 4),Probabilidad y Estadistica
doc_0917,Practica resuelta: Estimacion de parametros (parte 2),Probabilidad y Estadistica
doc_0918,Taller: Regresion lineal simple,Probabilidad y Estadistica
doc_0919,Apunte: Distribucion normal (parte 2),Probabilidad y Estadistica
doc_0920,Examen resuelto: Distribucion binomial,Probabilidad y Estadistica
doc_0921,Taller: Regresion lineal simple (parte 4),Probabilidad y Estadistica
doc_0922,Video clase: Intervalos de confianza,Probabilidad y Estadistica
doc_0923,Examen resuelto: Distribucion normal (parte 3),Probabilidad y Estadistica
doc_0924,Diapositivas: Variables aleatorias continuas,Probabilidad y Estadistica
doc_0925,Apunte: Intervalos de confianza,Probabilidad y Estadistica
doc_0926,Video clase: Distribucion normal,Probabilidad y Estadistica
doc_0927,Practica resuelta: Variables aleatorias discretas,Probabilidad y Estadistica
doc_0928,Examen resuelto: Probabilidad basica (parte 4),Probabilidad y Estadistica
doc_0929,Video clase: Probabilidad basica,Probabilidad y Estadistica
doc_0930,Taller: Probabilidad basica,Probabilidad y Estadistica
doc_0931,Video clase: Pruebas de hipotesis,Probabilidad y Estadistica
doc_0932,Video clase: Regresion lineal simple (parte 2),Probabilidad y Estadistica
doc_0933,Diapositivas: Variables aleatorias continuas (parte 2),Probabilidad y Estadistica
doc_0934,Resumen: Estimacion de parametros,Probabilidad y Estadistica
doc_0935,Diapositivas: Distribucion normal,Probabilidad y Estadistica
doc_0936,Video clase: Variables aleatorias continuas,Probabilidad y Estadistica
